,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
450,Steamed pearl barley rice,Mung bean jelly soup,Stir-fried tofu and vegetables in oyster sauce,Stir-fried sweet potato stem,Ponytail radish kimchi,S rice punch,S beef potato porridge,Steamed red bean rice (30),Mandu (dumpling) chicken stew,Seasoned young pumpkin,Stir-fried dried shrimp and zucchini,Sweet napa cabbage watery kimchi,S raisin potato bowl,S milk with misugaru (mixed grain powder),Stir-fried rice with white kimchi,Mung bean jelly soup,Steamed aubergine in sauce,Seasoned salad with sweet potato stem in soy paste,Water kimchi
451,Steamed mung bean rice (40),Young pumpkin and onion soup,Pan-fried winter mushroom with eggs,Sweet potato mattang in yuzu sauce,Radish watery kimchi,S red bean porridge,S milk (200ml),Steamed sweet rice,Mushroom chive soup,Stir-fried dried shrimp,Barbequed beef,Pickled beet,S soft tofu salad (oriental dressing),S orange juice (sugar-free),Stir-fried rice with cherry tomato and shrimp,Potato dough soup,Stir-fried zucchini and carrot,empty,Radish kimchi cubes
452,Steamed sorghum rice (30),Young pumpkin soup(clear),Stir-fried zucchini and dried shrimp,Dried radish,Ponytail radish kimchi,S raisin potato bowl,S rice-based beverage,Japanese style beef over rice (kyudon),Mandu (dumpling) soup,Vegetable croquette,empty,Water kimchi,S sesame milk soup,S sweet potato shake,Steamed sweet rice (add),Mini-ball rice cake seaweed soup,Seasoned salad with sweet potato stem in soy paste,empty,Cucumber kimchi
453,Stir-fried rice with perilla leaves,Potato dough soup,Pan-fried potato and lotus root,Stir-fried oyster mushroom and carrot,Radish watery kimchi,S orange juice (sugar-free),S sweet pumpkin porridge,Steamed sweet rice (30),Kimchi soup(clear),Seasoned mandu (dumpling),Seasoned oyster mushroom,Young radish water kimchi,S milk (200ml),S soft tofu salad (oriental dressing),Steamed brown rice,Carrot soup,Seasoned zucchini,Stir-fried potato and fried fish paste,Mustard leave and stem kimchi
454,Steamed barley rice (30),River snail soy paste soup,Pork cutlet,Stir-fried broccoli with butter,Perilla leaf kimchi,S sweet potato salad (mayonnaise),S milk (100ml),Steamed pearl barley rice,Red bean porridge,Salted seaweed,Pan-fried mung bean,Water kimchi,S beef broccoli porridge,S rice punch,Steamed corn rice,Dried radish leaf soy paste soup,Seasoned three-color herbs,Stir-fried seafood and vegetables,White kimchi
455,Beef and aubergine over rice,Oyster mushroom soup,Braised burdock slices and konjac,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S sujebi,S soft tofu salad (oriental dressing),Steamed sweet rice (add),Bean sprout beef stew,Stir-fried zucchini and dried shrimp,Vegetable croquette,Cucumber kimchi,S homestyle banana milk,S rice-based beverage,Steamed sorghum rice (30),Mandu (dumpling) soup,Roasted aubergine,Seasoned salad with korean melon and overripe cucumber,Pickled beet
456,Steamed sweet rice,Noodles in fish soup,Seasoned young pumpkin,Macaroni and vegetable salad (mayonnaise),Young radish kimchi,S peach walnut smoothie,S solomon's seal tea,Steamed corn rice (30),Red bean porridge,Stir-fried zucchini,Stir-fried pyogo mushroom in soy sauce,Water kimchi,S raisin potato bowl,empty,Shrimp cream spaghetti,empty,Pan-fried brown kelp and potato,Steamed aubergine with marinade sauce,Seasoned salad with pickled daikon
457,Steamed pearl barley rice,Oyster mushroom soup(clear),Pan-fried kimchi (mild),Daikon and pear salad,Radish kimchi cubes,S rice-based beverage,S soft tofu salad (oriental dressing),Shrimp mushroom rice bowl,Tofu shabu-shabu,Seasoned salad with sweet potato stem in soy paste,Steamed aubergine in sauce,Kohlrabi watery kimchi,S homestyle blueberry banana milk,S tofu vagetable porridge,Steamed mixed-grain rice (30),Mandu (dumpling) chicken stew,Stir-fried jukkumi and vegetables in soy sauce,Stir-fried smoked duck and green bean sprout,Ponytail radish kimchi
458,Stir-fried rice with broccoli and vegetables,Young pumpkin soup(clear),Braised sweet potato and quail eggs,Boneless chicken steak with sauce,Water kimchi,S homestyle banana milk,S misugaru (mixed grain powder),Steamed sweet rice (add),Assorted mushroom stew,Seasoned salad with garlic stem,Seasoned winter mushroom,White kimchi,S cheese soft crab porridge,S raisin potato bowl,Steamed sweet potato rice (30),Mandu (dumpling) soup,Steamed fish and zucchini,Tofu nuggets,Pickled beet
459,Bibimbap with summer radish,Clam soup,Seasoned salad with sweet potato stem in soy paste,Stir-fried zucchini,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S yuzu tea,Steamed sweet rice,Red bean porridge,Stir-fried tofu and vegetables in oyster sauce,Stir-fried winter mushroom,Young radish water kimchi,S cheese stick,S sweet potato shake,Steamed corn rice (30),Mandu (dumpling) chicken stew,Seasoned salad with spicy bean sprout,empty,Radish kimchi cubes
460,Japanese style beef over rice (kyudon),Cold korean melon seaweed soup,Braised burdock slices and konjac,Pan-fried dried shrimp and curled mallow,Pickled beet,S homestyle banana milk,S rice-based beverage,Steamed pearl barley rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Beans cooked in soy sauce,Young radish kimchi,S raisin potato bowl,S aglio e olio spaghetti,Steamed chestnut bean rice (30),Oyster mushroom soup,Spinach frittata,Steamed aubergine in sauce,Radish watery kimchi
461,Bulgogi vegetable fried rice,Chicken bone broth,Stir-fried chicken in soy sauce without bones,Pan-fried mushroom,Ponytail radish kimchi,S cheese porridge,S cucumber carrot stick,Steamed mung bean rice,Udon (white wheat noodles) soup without noodles,Sweet potato mattang,Dried radish,Radish kimchi cubes,S tomato juice,S banana shake,Steamed mung bean rice,Little neck clam soy paste soup,Stir-fried zucchini,Stir-fried soft crab and vegetables,Water kimchi
462,Pork and cabbage over rice,Tofu shabu-shabu,Seasoned salad with spicy bean sprout,Seasoned young pumpkin,Perilla leaf kimchi,S rice-based beverage,S raisin potato bowl,Steamed corn rice (30),Oyster mushroom soup,Steamed aubergine in sauce,Steamed aubergine with marinade sauce,Pickled beet,S sweet pumpkin cream risotto,S homestyle strawberry milk,Steamed sweet rice,Mandu (dumpling) soup,Beans cooked in soy sauce,Seasoned salad with sweet potato stem in soy paste,Radish watery kimchi
463,Rice (extra),Octopus soup,Cabbage salad (sesame dressing),Oi-sobagi,Ponytail radish kimchi,S green plum tea,S milk with misugaru (mixed grain powder),Steamed mixed-grain rice,Kimchi soup,Pan-fried potato and chive,Barbequed beef and bokchoy,Kohlrabi watery kimchi,S soft tofu salad (oriental dressing),S red bean porridge,Steamed brown rice (40),Pork back-bone stew,Fresh kimchi with chicory,Braised beef in soy sauce,Radish kimchi cubes
464,Steamed chestnut bean rice (30),Mandu (dumpling) soup,Stir-fried zucchini and salted shrimp,Seasoned salad with aubergine,Pickled beet,S sweet pumpkin cream risotto,S raisin potato bowl,Steamed chestnut bean rice,Shiitake mushroom stew,Braised black beans and walnut,Stir-fried zucchini,Perilla leaf kimchi,S rice-based beverage,S sweet potato shake,Paprika rice ball with fried tofu,Zucchini tofu soy paste soup,Roasted aubergine,Seasoned salad with deodeok and apple,Water kimchi
465,Japanese style beef over rice (kyudon),Tofu shabu-shabu,Seasoned winter mushroom and chive,Seasoned oyster mushroom,Radish watery kimchi,S soft tofu salad (oriental dressing),S sujebi,Steamed sweet rice (add),Young pumpkin soup(clear),Stir-fried zucchini and dried shrimp,Stir-fried beef and bokchoy,Radish kimchi cubes,S milk (100ml),S tomato juice,Steamed red bean rice (30),Sakhalin surf-clam and seaweed soup,Roasted potato with butter,Vegetable croquette,Ponytail radish kimchi
466,Steamed chestnut bean rice,Little neck clam soy paste soup,Seasoned salad with korean melon and overripe cucumber,Stir-fried dried shrimp and zucchini,Water kimchi,S red bean porridge,S korean melon salad,Curried rice with chicken and potato + marinade sauce,Mandu (dumpling) soup,Sedum and black sesame salad,Seasoned winter mushroom,Pickled beet,S sweet potato shake,S rice-based beverage,Steamed sorghum rice (30),Carrot soup,Braised burdock slices and konjac,Stir-fried jukkumi and vegetables in soy sauce,Cucumber kimchi
467,Japanese style beef over rice (kyudon),Tofu shabu-shabu,Seasoned oyster mushroom,Chicken breast (mustard sauce),Seasoned salad with pickled daikon,S potato salad,S homestyle banana milk,Steamed corn rice (30),Mandu (dumpling) chicken stew,Stir-fried zucchini and salted shrimp,Seasoned salad with sweet potato stem in soy paste,Pickled cucumber,S sweet pumpkin rice punch,empty,Steamed sweet rice,Seaweed mandu (dumpling) soup,Seasoned salad with spicy bean sprout,Stir-fried zucchini,Young radish water kimchi
468,Steamed sweet potato rice (40),Unpressedtofu stew,Parboiled broccoli (perilla seed sauce),Seasoned salad with winter cabbage,Ponytail radish kimchi,S grape juice,S deluxe rice ball,Steamed sweet rice and red bean,Perilla seed potato soup,Fresh kimchi winter cabbage,Seasoned salad with smoked duck,Radish kimchi cubes,S soft tofu salad (oriental dressing),S sweet potato shake,Steamed black rice (30),Tofu stew,Stir-fried cabbage,empty,Perilla leaf kimchi
469,Rice (extra),Mushroom stew in soy sauce,Fried mandu (dumpling),Stir-fried zucchini and dried shrimp,Young radish water kimchi,S homestyle banana milk,S barley tea,Steamed corn rice (30),Young pumpkin soup(clear),Dried radish,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S cream sauce spaghetti,S potato salad,Steamed sweet rice (add),Sakhalin surf-clam and seaweed soup,Seasoned winter mushroom and chive,Vegetable croquette,Radish watery kimchi
470,Steamed sweet rice (30),Kimchi tofu soup,Lotus root and black sesame salad,Stir-fried tofu and vegetables in oyster sauce,Pickled beet,S tomato juice,S milk (100ml),Steamed mixed-grain rice,Rice cake seaweed soup,Stir-fried zucchini,Seasoned salad with spicy bean sprout,Green onion kimchi,S soft tofu salad (oriental dressing),S beef burdock porridge,Bulgogi vegetable fried rice,Zucchini tofu soy paste soup,Seasoned salad with deodeok and apple,empty,Sweet napa cabbage watery kimchi
471,Steamed mixed-grain rice (30),Sliced potato soup,Stir-fried zucchini with bean powder,Stir-fried sweet potato stem,Young radish water kimchi,S korean melon salad,S carrot soup,Steamed sweet rice (add),Sujebi with perilla seeds,Stir-fried chicken in soy paste without bones,Stir-fried vegetables and neobiani,Radish kimchi cubes,S rice-based beverage,S homestyle blueberry banana milk,Steamed sweet rice and red bean,Seaweed fulvescens sujebi soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with winter cabbage,Radish watery kimchi
472,Steamed chestnut bean rice,Tofu clam soup,Seasoned salad with oyster mushroom,Braised chicken roll with vegetables,Cucumber kimchi,S scrambled eggs with vegetables,S cheese soft crab porridge,Curried rice with tofu,Potato onion soup,Dried radish,Stir-fried zucchini,Pickled beet,S homestyle banana milk,S misugaru (mixed grain powder),Steamed sweet potato rice (30),Zucchini tofu soy paste soup,Seasoned salad with bean sprout in soy sauce,empty,Pickled korean style daikon
473,Steamed corn rice (30),Oyster mushroom soup(clear),Steamed aubergine in sauce,Seasoned salad with spicy bean sprout,Water kimchi,S sweet potato shake,S soft tofu salad (oriental dressing),Steamed sweet rice,Mandu (dumpling) soup,Stir-fried potato(shredded),Spinach frittata,Sweet radish kimchi,S rice-based beverage,S aglio e olio spaghetti,Japanese style beef over rice (kyudon),Seaweed mandu (dumpling) soup,Seasoned oyster mushroom,Braised tofu and dried shrimp,Radish kimchi cubes
474,Bibimbap with summer radish,Assorted mushroom stew,Seasoned salad with paprika in yuzu marinade,Stir-fried dried shrimp and zucchini,Pickled beet,S homestyle blueberry milk,S beef burdock porridge,Steamed sweet rice (add),Young pumpkin soup(clear),Stir-fried beef brisket and green bean sprout,Seasoned salad with sweet potato stem in soy paste,Pickled cucumber,S tomato juice,S raisin potato bowl,Steamed red bean rice (30),Oyster mushroom soup,Seasoned salad with korean melon and overripe cucumber,Braised black beans and walnut,Cucumber kimchi
475,Steamed brown rice,Short-necked clam(shell-less) soup,Pan-fried potato and lotus root,Seasoned mandu (dumpling),Mustard leave and stem kimchi,S rice-based beverage,S milk (200ml),Steamed sorghum rice (30),Kimchi soup(clear),Stir-fried oyster mushroom and carrot,Seasoned winter cabbage,Radish kimchi cubes,S soft tofu salad (oriental dressing),S red bean porridge,Stir-fried rice with perilla leaves,Spicy zucchini soup,Seasoned zucchini,Stir-fried potato and fried fish paste,Water kimchi
476,Steamed red bean rice (30),Crab soy paste soup,Lotus root and black sesame salad,Seasoned salad with chwinamul in soy paste,Ponytail radish kimchi,S misugaru (mixed grain powder),S raisin potato bowl,Stir-fried rice with broccoli and vegetables,Assorted mushroom stew,Seasoned oyster mushroom,Stir-fried dried shrimp and zucchini,Cucumber kimchi,S beef burdock porridge,S homestyle banana milk,Steamed sweet rice (add),Mandu (dumpling) soup,Tofu tuna salad (yuzu dressing),Stir-fried zucchini and dried shrimp,Pickled beet
477,Steamed sorghum rice (30),Corn soup,Seasoned winter mushroom and chive,Seasoned salad with mini-saesongyi mushroom,Radish watery kimchi,S korean melon salad,S homestyle blueberry banana milk,Stir-fried cuttlefish and rice in oyster sauce,Soft tofu crap soup,Stir-fried zucchini and dried shrimp,Vegetable croquette,Ponytail radish kimchi,S soy milk (150ml),S red bean porridge,Steamed sweet rice (add),Zucchini tofu salted shrimp soup,Roasted potato with butter,Lotus root and black sesame salad,Radish kimchi cubes
478,Steamed red bean rice (30),Assorted mushroom stew,Seasoned salad with bellflower root,Steamed fish and zucchini,Water kimchi,S soft tofu salad (oriental dressing),S rice-based beverage,Steamed corn rice,Mandu (dumpling) soup,Braised black beans and walnut,Seasoned salad with shepherd's purse,Cucumber kimchi,S sweet potato shake,empty,Japanese style beef over rice (kyudon),Clam curled mallow soup,Seasoned oyster mushroom,Braised chicken(breast) in teriyaki sauce,Pickled beet
479,Stir-fried rice beef in oyster sauce,Kimchi tofu soup,Stir-fried jukkumi and vegetables in soy sauce,Cabbage salad (lemon dressing),Sweet radish kimchi,S homestyle banana milk,S korean melon salad,Steamed chestnut bean rice (30),Mini udon (white wheat noodles) with soft crab,Macaroni and vegetable salad (mayonnaise),Pan-fried potato and lotus root,Young radish water kimchi,S omija tea,S sweet pumpkin cream risotto,Steamed brown rice,Rich soy paste soup,Stir-fried potato and fried fish paste,Fresh kimchi with spring parsley,Radish kimchi cubes
480,Stir-fried rice with broccoli and vegetables,Mandu (dumpling) soup,Pan-fried beef and maesaengyi,Boneless chicken steak with sauce,Cucumber kimchi,S homestyle banana milk,S misugaru (mixed grain powder),Steamed sweet rice (add),Young pumpkin soup(clear),Stir-fried dried shrimp and zucchini,Pan-fried vegetables with lotus root,Young radish water kimchi,S potato yoghurt salad,S beef burdock porridge,Steamed red bean rice (30),Freshwater snail soy paste stew,Steamed fish and zucchini,Seasoned winter mushroom,White kimchi
481,Steamed sweet rice and red bean,Assorted mushroom stew,Seasoned oyster mushroom,Rolled omelette with perilla leaves,Ponytail radish kimchi,S rice-based beverage,S soft tofu salad (oriental dressing),Steamed sorghum rice (30),Oyster mushroom soup,Steamed eggs with sweet pumpkin,Fried mandu (dumpling),Radish kimchi cubes,S rice with hot acorn jelly soup,S milk (100ml),Steamed chestnut bean rice,Red bean porridge,Stir-fried zucchini and dried shrimp,Stir-fried winter mushroom,Pickled beet
482,Steamed red bean rice (30),Mushroom chive soup,Stir-fried spicy jukkumi,Braised alaska pollock,Radish watery kimchi,S beef burdock porridge,S sweet pumpkin rice punch,Steamed sweet rice (add),Shiitake mushroom stew,Seasoned salad with deodeok and apple,Steamed fish and zucchini,Water kimchi,S raisin potato bowl,S sweet potato shake,Paprika rice ball with fried tofu,Mandu (dumpling) soup,Sweet potato mash with nuts,Seasoned salad with spicy bean sprout,Young radish water kimchi
