,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
445,Steamed sorghum rice,Assorted mushroom stew,Stir-fried chive and glass noodles,Dried radish,Young radish kimchi,S watermelon (100g),S homestyle blueberry milk,Japanese style beef over rice (kyudon),Young pumpkin soup(clear),Vegetable croquette,Roasted aubergine,Sweet napa cabbage watery kimchi,S mandarin (80g),empty,Steamed corn rice,Tofu shabu-shabu,Pan-fried seafood and kimchi,Eggs boiled down in soy sauce,Cucumber kimchi
446,Steamed pearl barley rice,Little neck clam soy paste soup,(low-salt) braised chicken in teriyaki sauce,Lettuce salad (oriental dressing),Radish kimchi cubes,S sesame milk soup,S tomato juice,Pork curry fried rice,Spicy zucchini soup,Seasoned salad with cuttlefish in vinegar marinade,Summer radish,Pickled beet,S banana (100g),S black sesame soy milk (100ml),Steamed sweet barley rice,Pork back-bone stew,Pork stir-fried with black bean paste,Seasoned salad with broccoli and tofu,White kimchi
447,Steamed rice,Sliced potato soup,Braised konjac and quail eggs,Stir-fried cucumber,Young radish kimchi,S sweet red bean porridge,S homestyle blueberry milk,Steamed chestnut bean rice,Zucchini soy paste soup,Stir-fried jukkumi and vegetables in soy sauce,Braised nuts,Sweet napa cabbage watery kimchi,S soft tofu salad (oriental dressing),S rice-based beverage,Steamed mixed-grain rice,Bean sprout soup,Stir-fried chicken tenderloin and apple,Fresh kimchi winter cabbage,Water kimchi
448,Steamed corn rice,Seaweed soup,Stir-fried shrimp and vegetables(oriental style),Seasoned salad with deodeok and apple,Pickled beet,S cheese,S orange juice,Deluxe rice with pyogo mushroom and chwinamul,Tofu clam soup,Braised chicken(breast) in teriyaki sauce,Seasoned salad with lettuce in vinegar marinade,Radish kimchi cubes,S raisin potato bowl,S milk (100ml),Steamed pearl barley rice,Mandu (dumpling) chicken stew,Stir-fried spicy pork with green bean sprout,Seasoned young pumpkin,Sweet napa cabbage watery kimchi
449,Stir-fried rice with broccoli and vegetables,Cream soup,Deep-fried shrimp and lotus root,Seasoned cabbage,Pickled cucumber,S blueberry (50g),S yoghurt (100ml),Steamed sweet rice,Mandu (dumpling) unpressed tofu stew,Beef bulgogi with aubergine,Stir-fried dried shrimp and zucchini,Water kimchi,S orange (50g),S milk (100ml),Steamed sweet potato rice,Assorted mushroom stew,Stir-fried beef brisket and green bean sprout,Seasoned oyster mushroom,White kimchi
450,Steamed corn rice,Minced beef bean sprout soup,Braised potato and fried fish cake,Seasoned salad with sweet potato stem in soy paste,Kohlrabi watery kimchi,S strawberry (100g),S yoghurt (100ml),Shrimp mushroom rice bowl,Zucchini soy paste soup,Pan-fried vegetables with lotus root,Corn salad,Pickled beet,empty,S walnut milk,Steamed sweet rice,Mushroom shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with broccoli and tofu,Radish kimchi cubes
451,Steamed red bean rice,Acorn jelly soup(hot),Barbequed chicken and mushroom,Stir-fried zucchini,Pickled beet,S melon (50g),S rice-based beverage,Steamed sweet rice,Mandu (dumpling) soup,Grilled smoked duck,Seasoned salad with broccoli,Young radish kimchi,empty,S peach walnut smoothie,Curried rice with chicken and potato + marinade sauce,Konjac fried fish paste soup,Roasted aubergine,(chilli powder-free) seasoned salad with chive and apple,Ponytail radish kimchi
452,Steamed sorghum rice,Clam curled mallow  soup,Pan-fried mung bean,Seasoned salad with korean melon and overripe cucumber,White kimchi,S mandarin (80g),S rice punch,Japanese style beef over rice (kyudon),Mandu (dumpling) soup,Pan-fried vegetables with lotus root,Cabbage salad (strawberry dressing),Young radish water kimchi,empty,S homestyle banana milk,Steamed chestnut bean rice,Red chilli paste stew,Barbequed beef and cuttlefish,Roasted aubergine,Water kimchi
453,Steamed sweet rice,Seaweed soup,Barbequed beef and cuttlefish,Stir-fried oyster mushroom and carrot,Cucumber kimchi,empty,S milk (150ml),Steamed sweet rice and red bean,Curled mallow soy paste stew,Steamed chicken with vegetables,Seasoned salad with broccoli in vinegar marinade,Young radish kimchi,S apple (50g),S rice-based beverage,Beef and aubergine over rice,Brown kelp and potato soup,Vegetable croquette,Cabbage salad (thousand island dressing),Pickled beet
454,Beef rice ball with seaweed flakes,Mushroom chive soup,Scrambled eggs with soft crab,Seasoned salad with lotus root in black sesame sauce,Pickled korean style daikon,S pineapple (50g),S milk (100ml),Steamed sweet barley rice,Kimchi tofu stew,(low-salt) braised cutlassfish,Seasoned salad with spring parsley,Radish watery kimchi,S raisin potato bowl,S homestyle banana milk,Steamed corn rice,Pork back-bone stew,Chuncheon-style stir-fried chicken,Dried radish,White kimchi
455,Steamed pearl barley rice,Mugwort soup,Chicken breast (mustard sauce),Stir-fried zucchini with bean powder,Winter cabbage kimchi,empty,S sweet pumpkin rice punch,Steamed rice,Stir-fried udon (white wheat noodles) with seafood,Salmon steak,Cabbage salad (strawberry dressing),White kimchi,S fruit salad (mayonnaise),S walnut milk,Steamed sweet rice and red bean,Pork soy sauce stew,Braised mackerel and kimchi,Seasoned salad with spring parsley in soy sauce,Young radish water kimchi
456,Steamed sorghum rice,Zucchini salted shrimp soup or stew,Pan-fried mung bean and kimchi,Seasoned salad with bellflower root,Kohlrabi watery kimchi,S cucumber carrot stick,S homestyle banana milk,Beef and aubergine over rice,Tofu soy paste soup,Pan-fried meat dumpling,Seasoned salad with egg plant,Pickled beet,S soft tofu salad (oriental dressing),S orange juice,Steamed chestnut bean rice,Seaweed mandu (dumpling) soup,Stir-fried jukkumi and,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
457,Steamed sweet rice,Tofu soy paste soup,Braised eggs in soy sauce,Seasoned salad with dried cuttlefish and dried radish,Ponytail radish kimchi,S orange (50g),S misugaru (mixed grain powder),Stir-fried rice with broccoli and vegetables,Oyster mushroom soup,Salmon steak,Vegetable salad (balsamic vinegar dressing),Young radish water kimchi,empty,S banana shake,Steamed chestnut rice,Mandu (dumpling) soup,Boneless chicken steak with sauce,Stir-fried dried shrimp and zucchini,Water kimchi
458,Steamed mixed-grain rice,Kimchi tofu soup,Braised chicken,Stir-fried sweet potato stem,Sweet napa cabbage watery kimchi,empty,S homestyle blueberry milk,Stir-fried rice with aubergine and vegetables,Little neck clam soup,Pan-fried brown kelp and potato,Dried radish,Water kimchi,S watermelon (100g),S milk (100ml),Steamed chestnut red bean sweet rice,Beef brisket soy paste soup,Stir-fried webfoot octopus and vegetables,Seasoned salad with chwinamul(dried),Radish kimchi cubes
459,Steamed red bean rice,Zucchini salted shrimp stew,Stir-fried tofu and vegetables in oyster sauce,(chilli powder-free) seasoned salad with chive and apple,Radish kimchi cubes,empty,S sweet potato shake,Steamed sweet rice,Mandu (dumpling) unpressed tofu stew,Bulgogi,Steamed aubergine in sauce,Ponytail radish kimchi,S raisin potato bowl,S milk (100ml),Pork and cabbage over rice,Winter mushroom miso soup,Deep-fried onion ring,Tomato cheese salad,Seasoned salad with pickled daikon
460,Steamed sweet rice and brown rice (30),Tofu soup(clear),Braised shrimp,Seasoned salad with cucumber,Water kimchi,S snow white rice cake,S milk (200ml),Steamed rice with pyogo mushroom and bean sprout,Daikon soy paste soup,Braised chicken wing in sauce,empty,Sweet napa cabbage watery kimchi,S apple (50g),S milk (100ml),Steamed corn rice,Pork back-bone stew,Pan-fried vegetables with tuna,Stir-fried zucchini,Radish kimchi cubes
461,Steamed sorghum rice (30),Mushroom soup,Grilled halibut(fielet),Seasoned salad with seaweed in vinegar marinade,Pickled beet,S sweet potato dango,S milk (200ml),Stir-fried rice with smoked duck,Bean powder napa cabbage soup,Pan-fried tofu and vegetables,Parboiled cuttlefish and broccoli,Water kimchi,S hard boiled egg (50g),S tomato shake,Steamed sweet rice,Mandu (dumpling) soup,Braised fried fish paste bowl,Seasoned salad with lettuce and apple in vinegar marinade,Sweet napa cabbage watery kimchi
462,Steamed black rice (30),Napa cabbage soup with glass noodles,Stir-fried soft crab and vegetables,Seasoned salad with chwinamul in soy paste,Cucumber kimchi,S macaroni and vegetable salad,S milk (200ml),Curried rice with beef,Potato soup,Steamed cabbage with broccoli,empty,Radish kimchi cubes,S burdock rice ball,S sweet pumpkin rice punch,Steamed pearl barley rice,Octopus soup,Roasted pork,Summer radish,Young radish water kimchi
463,Steamed corn rice (30),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Salted sea lettuce,Water kimchi,S tofu vagetable porridge,S rice-based beverage,Barbequed beef rice bowl with fried tofu,Udon (white wheat noodles) soup without noodles,Quail egg mayonnaise salad,empty,Pickled beet,S raisin potato bowl,S milk with misugaru (mixed grain powder),Steamed sweet rice,Whole chicken soup,Rice cake soup with mung bean jelly,Stir-fried sweet potato stem,Radish kimchi cubes
464,Steamed pearl barley rice (30),Winter mushroom miso soup,Stir-fried tuna and vegetables,Seasoned dried pumpkin,Sweet radish kimchi,S steamed sweet potato,S milk (150ml),Petite gimbap (rice roll),Stir-fried seafood udon (white wheat noodles),Cabbage salad (thousand island dressing),empty,Young radish water kimchi,S cheese stick,S orange juice (sugar-free),Steamed sweet rice and red bean,Brown kelp and salted shrimp soup,Barbequed pork belly and cuttlefish (mild flavor),Seasoned salad with sweet potato stem in soy paste,Water kimchi
465,Steamed sorghum rice (30),Seaweed soup,Scrambled eggs with vegetables,Seasoned salad with aubergine,Pickled beet,S sweet red bean porridge,S milk (200ml),Curried rice with tofu,Spring onion soy paste soup,Chicken breast (mustard sauce),empty,Water kimchi,S raisin potato bowl,S milk (100ml),Steamed sweet rice (add),Cuttlefish daikon soup,Royal-style tteokbokki (stir-fried rice cake),Seasoned salad with spring parsley in yuzu marinade,Radish watery kimchi
466,Steamed corn rice (30),Chicken green bean sprout soup,Steamed eggs (40g),Seasoned salad with sweet potato stem in soy paste,Water kimchi,S grape tomato(35g),S sweet potato shake,Pork and vegetables over rice,Oyster mushroom soup,Chicken nuggets + mustard sauce,Cabbage salad (lemon dressing),Radish kimchi cubes,S pineapple (50g),S milk (200ml),Steamed sweet rice,Crushed tofu and wild garlic soy paste soup,(homestyle) roasted pork roll with rice cake,Seasoned broccoli,Pickled beet
467,Steamed red bean rice (40),Mushroom soup,Braised meat ball and paprika,Seasoned salad with seaweed in vinegar marinade,Water kimchi,S raisin potato bowl,S homestyle banana milk,Stir-fried rice with diced radish kimchi,Spring onion soy paste soup,(homestyle) roasted pork roll with rice cake,empty,Pickled beet,S handmade potato pizza,S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Tofu shabu-shabu,Stir-fried dried shrimp and zucchini,Mixed noodles with vegetables,Young radish kimchi
468,Steamed red bean rice (40),Mini-ball rice cake seaweed soup,"(low sodium, low sugar) braised pork and quail egg",Seasoned sweet napa cabbage,Pickled beet,S snow white rice cake,S orange juice,Stir-fried rice with pineapple and shrimp,Fried tofu spring onion  soup,Potato croquette,empty,Radish kimchi cubes,S grape tomato(35g),S milk (150ml),Steamed chestnut red bean sweet rice,Mandu (dumpling) soup,Barbequed beef and cuttlefish,Seasoned salad with winter celery in vinegar marinade,Water kimchi
469,Steamed sorghum rice (30),Old pumpkin soup,Stir-fried potato and fried fish paste,Seasoned spinach,Cucumber kimchi,S carrot stick,S black sesame soy milk (100ml),Steamed sweet rice and red bean,Veggie soup,Fish cutlet + tartar sauce,Cabbage salad (lemon dressing),Radish kimchi cubes,Dried persimmon,S milk (150ml),Rice with beans,Curled mallow soy paste stew,Braised chicken and sweet potato,Seasoned sweet napa cabbage,Ponytail radish kimchi
470,Steamed corn rice (30),Mini-ball rice cake seaweed soup,Stir-fried dried shrimp and zucchini,Seasoned oyster mushroom,Sweet radish kimchi,S raisin potato bowl,S peach walnut smoothie,Curried rice with pork,Cream soup,Sausage rice cake skewers,empty,Radish kimchi cubes,S sweet pumpkin steamed rice cake,S milk (100ml),Steamed sweet rice,Pollack stew(clear),Ketchup-braised pork belly,Parboiled broccoli,White kimchi
471,Steamed red bean rice (30),Clear cabbage soup,Stir-fried potato and fried fish paste,Seasoned salad with sweet potato stem in soy paste,Sweet napa cabbage watery kimchi,S macaroni and vegetable salad,S homestyle strawberry milk,Steamed chestnut bean rice,Chive miso paste soup,Pork nuggets + sauce,Lettuce salad,Pickled beet,S apple (50g),S milk (150ml),Rice with beans,Assorted mushroom stew,Tofu hamburger steak,Seasoned salad with spring parsley in yuzu marinade,Radish kimchi cubes
472,Steamed corn rice (30),Dried shrimp soup,Braised tofu with perilla leaves,Seasoned oyster mushroom,Water kimchi,S sweet potato dango,S rice punch,Beef vegetable fried rice,Egg spring onion soup,Pan-fried young pumpkin,empty,Pickled beet,S cheese stick,S orange juice,Steamed sweet rice,Veggie soup,Grilled short rib patties(beef),Seasoned salad with aubergine,Radish kimchi cubes
473,Steamed chestnut rice (30),Mandu (dumpling) soup,Seasoned salad with sweet potato stem in soy paste,Braised black beans,Perilla leaf kimchi,S milk bread roll,S milk (100ml),Bulgogi vegetable fried rice,Brown kelp and potato soup,Macaroni and vegetable salad (mayonnaise),empty,Ponytail radish kimchi,S fermented rice cake,S rice-based beverage,Steamed pearl barley rice,Tofu shabu-shabu,Pan-fried shrimp and sea lettuce,(chilli powder-free) seasoned salad with chive and apple,Pickled beet
474,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Pan-fried brown kelp and potato,Seasoned oyster mushroom,Radish kimchi cubes,S banana shake,empty,Non-spicy stir-fried rice with kimchi,Fried tofu spring onion  soup,Cabbage salad (lemon dressing),Sausage broccoli skewers,Pickled beet,S cream sauce spaghetti,S solomon's seal tea,Steamed sweet rice,Pollack stew(clear),Braised chicken in tomato sauce,Seasoned salad with bean sprout,Water kimchi
475,Steamed sweet rice (30),Tofu potato soup,Pan-fried saesongyi mushroom,Seasoned salad with sweet potato stem in soy paste,Pickled beet,S apple (50g),S rice-based beverage,Curried rice with beef,Spring onion egg  soup,Cucumber salad,empty,Radish kimchi cubes,S pan-fried vegetables,S milk (200ml),Steamed sweet rice,Mandu (dumpling) soup,Braised chicken(breast) in teriyaki sauce,Seasoned salad with paprika and apple in vinegar marinade,Ponytail radish kimchi
476,Steamed sweet potato rice,Soft tofu and eggs soup,Stir-fried zucchini,Stir-fried anchovy and deep-fried seaweed,White kimchi,S snow white rice cake,S walnut milk,Japanese style beef over rice (kyudon),Mushroom soup,Vegetable croquette,Lettuce salad (balsamic vinegar dressing),Sweet radish kimchi,S old pumpkin porridge,S orange juice,Steamed mung bean rice,Bean sprout beef stew,Braised halibut,Seasoned perilla leaf,Water kimchi
477,Steamed corn rice,Soup,Stir-fried shrimp in ketchup,Seasoned salad with paprika in yuzu marinade,Young radish kimchi,S raisin potato bowl,S milk (100ml),Beef lettuce bibimbap,Oyster mushroom soup,Macaroni cucumber salad,empty,Radish kimchi cubes,S pan-fried vegetables,S orange juice,Steamed sweet rice (add),Mild sausage stew,Boiled tofu,Seasoned salad with seaweed in vinegar marinade,Cucumber kimchi
478,Steamed red bean rice (30),Mini-ball rice cake seaweed soup,Three-color rolled omelet,Braised burdock slices and konjac,Sweet napa cabbage watery kimchi,S cheese,S peach walnut smoothie,Fried tofu rice ball,Mini-udon (white wheat noodles),Roasted chicken,Seasoned salad with paprika in yuzu marinade,Pickled beet,S apple (50g),S milk (100ml),Steamed chestnut bean rice,Chive shellfish soup,Beef japchae,Pigweed,Radish kimchi cubes
479,Steamed sweet rice (add),Dried pollack soup,Braised meat ball and paprika,Seasoned winter mushroom,Kohlrabi watery kimchi,S orange (100g),S sweet potato shake,Seafood mushroom rice bowl,Fried tofu spring onion  soup,Deep-fried chicken(meat only),Lettuce apple salad,Cucumber kimchi,empty,S homestyle blueberry milk,Steamed sorghum rice,Napa cabbage soup with glass noodles,Steamed fish and zucchini,Seasoned salad with cucumber and bokchoy,Young radish kimchi
