,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
446,Steamed sorghum rice (30),Oyster mushroom soup,Pan-fried clam and broccoli,Seasoned salad with mung bean jelly and salted seaweed,Young radish water kimchi,S apple (50g),empty,Beef rice ball with seaweed flakes,Skewered fish cake soup,Stir-fried shrimp in ketchup,empty,Pickled beet,S raisin potato bowl,S homestyle banana milk,Steamed sweet rice,Assorted mushroom stew,Steamed fish and zucchini,Seasoned salad with sea lettuce and sliced daikon,Cucumber kimchi
447,Steamed sweet rice (add),Red bean porridge,Stir-fried anchovy and paprika,Braised burdock slices and konjac,Radish watery kimchi,S sweet persimmon (50g),S milk (100ml),Steamed sorghum rice,Beef spring cabbage soup,Roasted smoked duck with vagetable,Seasoned winter mushroom and chive,Ponytail radish kimchi,empty,S tomato juice,Shrimp cream spaghetti,empty,Chicken nuggets + tomato ketchup,Lettuce salad (kiwi dressing),White kimchi
448,Steamed mixed-grain rice,Tofu shabu-shabu,Grilled spanish mackerel and lemon,Steamed aubergine with marinade sauce,Water kimchi,S rice punch,S orange juice,Steamed pearl barley rice,Egg spring onion soup,Braised spanish mackerel in soy sauce,Seasoned salad with paprika in yuzu marinade,Young radish water kimchi,S cheese,S orange juice,Steamed sweet rice,Mini-rice cake seaweed soup,Vegetable croquette,Daikon and pear salad,Sweet napa cabbage watery kimchi
449,Steamed corn rice,Kimchi bean sprout soup,Braised burdock slices and konjac,Stir-fried zucchini,Ponytail radish kimchi,S raisin potato bowl,S milk (150ml),Japanese style beef over rice (kyudon),Oyster mushroom soup,Beans cooked in soy sauce,Seasoned salad with bean sprout,Ponytail radish kimchi,S aglio e olio spaghetti,S orange juice,Steamed pearl barley rice,Mandu (dumpling) unpressed tofu stew,Braised pork shanks,Daikon and pear salad,Radish watery kimchi
450,Steamed red bean rice (30),Oyster mushroom soup,Braised meat ball and paprika,Seasoned salad with bean sprout,Young radish water kimchi,S cheese,S orange juice,Beef rice ball with seaweed flakes,Mini-noodle soup,Pan-fried seafood and chive,Seasoned salad with kohlrabi and apple,White kimchi,S raisin potato bowl,S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Little neck clam soy paste soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned winter mushroom,White kimchi
451,Steamed sorghum rice (30),Cuttlefish daikon soup(clear),Stir-fried potato and fried fish paste,Seasoned salad with sweet potato stem in soy paste,Sweet radish kimchi,S milk (100ml),empty,Beef and aubergine over rice,Kimchi soup with fried tofu,Vegetable croquette,Seasoned winter mushroom,Radish watery kimchi,S apple pie,S homestyle blueberry milk,Steamed sweet rice and red bean,Frozen and dried pollack seaweed soup,Roasted smoked duck (mustard sauce),Lotus root and black sesame salad,White kimchi
452,Steamed corn rice (30),Zucchini salted shrimp soup or stew,Steamed dried pollack veggie,Seasoned daikon,Water kimchi,S strawberry (100g),empty,Stir-fried rice with white kimchi,Mandu (dumpling) soup,Pan-fried tuna and corn,empty,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S homestyle banana milk,Steamed sweet rice,Chicken bone broth,Braised fried fish paste bowl,Seasoned salad with spicy bean sprout,Young radish kimchi
453,Steamed corn rice (30),Kimchi tofu soup,Braised saesongyi mushroom and eggs in soy sauce,Seasoned salad with winter herbs,Water kimchi,S milk with misugaru (mixed grain powder),empty,Steamed sweet rice,Mandu (dumpling) chicken stew,Cheese pork sirloin cutlet,Macaroni and vegetable salad (mayonnaise),Radish kimchi cubes,S rainbow rice cake,S barley tea,Rice (extra),Mushroom stew in soy sauce,Pan-fried white fish,Pigweed,Napa cabbage kimchi
454,Rice with beans,Potato soup,Braised eggs in soy sauce,Pan-fried seafood and chive,Napa cabbage kimchi,empty,S milk (150ml),Sujebi with seaweed fulvescens,empty,Pan-fried kimchi and rice cake,Braised nuts with walnut,Radish kimchi cubes,S tomato (200g),S grape juice,Steamed mung bean rice,Rice cake and dumpling soup,Roasted smoked duck (mustard sauce),Seasoned salad with green bean sprout in vinegar marinade,Napa cabbage kimchi
455,Steamed rice,Zucchini and onion soup,Stir-fried vienna sausage and vegetables,Seasoned salad with salted seaweed,Radish kimchi cubes,S banana apple kiwi salad,empty,Seafood mushroom rice bowl,Fried tofu crown daisy soup,Deep-fried mandu (dumpling) + soy sauce with vinegar,Paprika corn salad,Water kimchi,S fruit salad (yoghurt dressing),S homestyle banana milk,Steamed sorghum rice,Yangsongyi mushroom soup,Tofu hamburger steak,Cream tteokbokki (stir-fried rice cake),Pickled beet
456,Steamed rice,Spring onion bean sprout soup,Stir-fried vegetables and eggs,Seasoned salad with acorn jelly and laver,Young radish water kimchi,empty,S milk with misugaru (mixed grain powder),Stir-fried rice with shrimp and garlic flakes,Dried bonito soy paste soup,Rice cake mash,Seasoned salad with soft crab in mayonnaise,Radish kimchi cubes,S raisin potato bowl,S grape juice,Steamed sweet rice and red bean,Curled mallow soup(clear),Pork stir-fried with black bean paste,Fresh kimchi with spring parsley,Sweet radish kimchi
457,Steamed sweet potato rice (30),Mandu (dumpling) soup,Braised mushroom and zucchini,Seasoned spinach,Napa cabbage kimchi,S apple (50g),empty,Bibimbap with vegetables,Radish perilla seed soup,Chicken chop steak,empty,Napa cabbage kimchi,S donuts,S milk (100ml),Steamed sweet rice (add),Pollack crown daisy soup,Tofu nuggets,Seasoned winter mushroom,Napa cabbage kimchi
458,Steamed red bean rice (30),Young pumpkin soup(clear),Rolled omelette with perilla leaves,Stir-fried zucchini and dried shrimp,Napa cabbage kimchi,empty,empty,Paprika rice ball with fried tofu,Clear cabbage soup,Pan-fried vegetables with soft crab,empty,Radish kimchi cubes,S tomato tofu salad,S homestyle blueberry milk,Steamed sweet rice,Winter mushroom soup,Grilled cutlassfish,Seasoned sweet napa cabbage,Radish watery kimchi
459,Steamed corn rice (30),River snail soy paste soup,Stir-fried chicken and broccoli,Steamed aubergine in sauce,Radish kimchi cubes,S homestyle banana milk,empty,Beef vegetable fried rice,Veggie soup,Apple salad (mayonnaise),empty,Water kimchi,S grilled sweet potato,S omija ice cream,Steamed sweet rice,Tofu stew,Stir-fried jukkumi and vegetables in soy sauce,Stir-fried zucchini,Pickled beet
460,Steamed chestnut bean rice,Cod(fielet)  soup,Stir-fried chicken breast and rice cake in chilli sauce,Apple and lotus root salad,Napa cabbage kimchi,S milk (100ml),empty,Steamed sweet rice,Tofu shabu-shabu,Braised cuttlefish in soy sauce,Daikon and pear salad,Napa cabbage kimchi,S grape tomato(35g),S sweet pumpkin rice punch,Deluxe rice with pyogo mushroom and chwinamul,Curled mallow and river snail soup,Pan-fried beef,Seasoned cucumber,Water kimchi
461,Steamed sweet rice,Mussel seaweed soup,Steamed fish and zucchini,Seasoned bellflower root,Napa cabbage kimchi,empty,S milk (100ml),Barbequed beef rice bowl with fried tofu,Potato soy paste soup,Deep-fried soft crab,Lettuce salad (thousand island dressing),Radish kimchi cubes,empty,S milk with misugaru (mixed grain powder),Steamed sorghum rice,Bean powder napa cabbage soup,Grilled short rib patties(pork),Braised burdock slices and konjac,Radish kimchi cubes
462,Steamed sweet millet rice,Soft tofu soup,Rolled omelette,Parboiled broccoli (black sesame sauce),Napa cabbage kimchi,empty,S milk with misugaru (mixed grain powder),Steamed barley rice,"Small dumpling soup (no eggs, processed dumplings)",Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Water kimchi,S milk with misugaru (mixed grain powder),S milk with misugaru (mixed grain powder),Steamed sweet rice and red bean,Kimchi soup(clear),Roasted short rib patties(pork),Lettuce salad (kiwi dressing),Radish kimchi cubes
463,Steamed rice,Kimchi soup(clear),Three-color steamed eggs,Pan-fried chive,Radish kimchi cubes,S banana shake,empty,Bibimbap with mung bean jelly,Mushroom soup,Parboiled cuttlefish + yuzu sauce,Grilled sweet pumpkin,Water kimchi,S half-moon rice cake,S homestyle strawberry milk,Steamed sweet rice,Chicken green bean sprout soup,Teriyaki sauce-braised pork,Seasoned salad with lettuce and apple in vinegar marinade,Young radish kimchi
464,Steamed corn rice (30),Assorted fried fish paste soy paste soup,Braised daikon,Seasoned curled mallow,Young radish kimchi,S kiwi (50g),S yoghurt (100ml),Stir-fried rice beef in oyster sauce,Assorted fried fish paste soy paste soup,Pan-fried chive,Lettuce salad (kiwi dressing),Radish kimchi cubes,S honey-filled rice cake,S homestyle blueberry milk,Steamed pearl barley rice,Mandu (dumpling) soup,Stir-fried cuttlefish,Seasoned salad with bean sprout,Sweet napa cabbage watery kimchi
465,Steamed mung bean rice,Napa cabbage perilla seed  soup,Pan-fried winter mushroom with eggs,Seasoned salad with broccoli in soy paste,Radish kimchi cubes,S milk with misugaru (mixed grain powder),empty,Curried rice with pork,Spring onion soup,Macaroni and vegetable salad (mayonnaise),empty,Radish kimchi cubes,S half-moon rice cake,S orange juice,Steamed chestnut bean rice,Mung bean jelly soup,Stir-fried shrimp in ketchup,Seasoned salad with cabbage and cucumber,Radish kimchi cubes
466,Steamed sweet rice (add),Unpressed soup(clear),Pan-fried pink sausage,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S homestyle strawberry milk,empty,Beef and aubergine over rice,Mandu (dumpling) soup,Sweet potato mattang with black sesame,empty,Radish kimchi cubes,S pan-fried vegetables,S rice-based beverage,Stir-fried rice with broccoli and vegetables,Assorted mushroom soy paste soup,Steamed chicken in soy sauce,Seasoned salad with paprika and apple in vinegar marinade,Cucumber kimchi
467,Steamed rice (30),Red bean porridge,Braised pork in soy sauce (tenderloin),Seasoned salad with bean sprout,Napa cabbage kimchi,empty,empty,Steamed sweet rice,Sujebi with potato soup,Steamed sweet pumpkin and roasted smoked duck,Lettuce salad (lemon dressing),Water kimchi,S homestyle blueberry milk,S milk (150ml),Steamed rice,Shiitake mushroom stew,Stir-fried jukkumi and,Seasoned salad with chwinamul(dried),White kimchi
468,Steamed sorghum rice,Mushroom stew,Stir-fried chicken and cabbage,Seasoned salad with broccoli in sesame sauce,Sweet napa cabbage watery kimchi,S apple (50g),empty,Beef and aubergine over rice,Fried tofu soup,Deep-fried sweet potato,Tomato and sprout salad,Radish kimchi cubes,S apple (50g),S milk (150ml),Steamed chestnut bean rice,Mini-ball rice cake seaweed soup,Roasted smoked duck + daikon-wraps,Seasoned salad with bean sprout,Radish kimchi cubes
469,Steamed sweet rice,Dried shrimp soup,Pan-fried tofu and mushroom in curry,Seasoned salad with spring parsley in yuzu marinade,Water kimchi,S banana apple kiwi salad,empty,Chilli deep-fried pork rice bowl,Spring onion salted seaweed soup,Steamed eggs with corn(canned),Lettuce salad (thousand island dressing),Radish kimchi cubes,S milk (100ml),empty,Steamed corn rice,Beef soup with glass noodles,Stir-fried jukkumi and vegetables in soy sauce,Seasoned young pumpkin,Napa cabbage kimchi
470,Steamed sweet rice (30),Chicken seaweed soup,Stir-fried three-color potato,Seasoned oyster mushroom,Water kimchi,S raisin potato bowl,empty,Japanese style beef over rice (kyudon),Assorted fried fish paste soup,Lotus root and black sesame salad,empty,Pickled beet,S pan-fried vegetables,S orange juice (sugar-free),Curried rice with tofu,Crab soup,Braised saesongyi mushroom and eggs in soy sauce,Seasoned salad with acorn jelly and laver,Ponytail radish kimchi
471,Steamed sweet rice,Unpressed soup(clear),Rolled omelette with ham,Seasoned salad with cucumber,Napa cabbage kimchi,S blueberry (50g),S yoghurt (100ml),Steamed sweet rice and red bean,Sweet pumpkin salted shrimp soup,Braised spanish mackerel in soy sauce,Stir-fried mushroom and vegetables,Napa cabbage kimchi,S sesame milk soup,S rice punch,Steamed sorghum rice,Carrot soup,Seasoned salad with cuttlefish,Salted sea lettuce,Napa cabbage kimchi
472,Steamed sorghum rice,Beef perilla leaf soup,Stir-fried shrimp,Seasoned winter mushroom and chive,Radish kimchi cubes,S cucumber stick,S grape juice,Meat ball spaghetti,Mini udon with fried tofu,Vegetable croquette,Sweet pumpkin sweet potato salad,Pickled cucumber,S kiwi (50g),S orange juice,Steamed black rice,Tofu shabu-shabu,Pan-fried sea lettuce,Seasoned napa cabbage,Radish kimchi cubes
473,Steamed corn rice (30),Saesongyi mushroom soup,Braised anchovy and sweet napa cabbage,Stir-fried zucchini and dried shrimp,Water kimchi,S raisin potato bowl,empty,Pork and cabbage over rice,Oyster mushroom soup,Vegetable croquette,Seasoned young pumpkin,Radish kimchi cubes,S apple (50g),S milk (100ml),Steamed sweet rice,Egg soup,Sausage broccoli skewers,Seasoned carrot and green bean sprout,Radish kimchi cubes
474,Steamed millet rice (40),Spring onion bean sprout soup,Braised atka mackerel in sweet soy sauce,Seasoned salad with chwinamul(dried),White kimchi,S orange (50g),empty,Stir-fried rice with aubergine and vegetables,Dried bonito soy paste soup,Stir-fried webfoot octopus and vegetables,empty,Young radish water kimchi,S hard boiled egg (50g),S milk with misugaru (mixed grain powder),Steamed chestnut red bean sweet rice,Winter cabbage soup(clear),Pork stir-fried with black bean paste,Stir-fried broccoli and soft crab,Water kimchi
475,Steamed sweet rice,Mandu (dumpling) soup,Braised eggs in soy sauce,Seasoned salad with dried cuttlefish and dried radish,Radish kimchi cubes,S strawberry (100g),S walnut milk,Mapa tofu rice bowl,Miso paste broth,Deep-fried sweet pumpkin,Macaroni and vegetable salad (mayonnaise),Young radish water kimchi,S kiwi (50g),S milk (100ml),Steamed chestnut rice,Mandu (dumpling) soup,Boneless chicken steak with sauce,Seasoned salad with spring parsley,Cucumber kimchi
476,Steamed sweet rice (30),Oyster mushroom soup,Pan-fried tofu and spinach,Seasoned salad with five-color acorn jelly,Ponytail radish kimchi,S apple (50g),empty,Beef and aubergine over rice,Zucchini soup,Dumpling in sweet and sour sauce,Seasoned young pumpkin,Young radish water kimchi,S cheese stick,S sweet pumpkin rice punch,Steamed chestnut bean rice,Clam and seaweed soup,Stir-fried chicken in black soy,Stir-fried winter mushroom,Water kimchi
477,Steamed rice (30),Red bean porridge,Braised shrimp bowl,Chive and onion salad,Napa cabbage kimchi,empty,S banana shake,Stir-fried rice with cherry tomato and shrimp,Spring onion soy paste soup,Chicken nuggets + sauce,Lettuce salad (kiwi dressing),Radish kimchi cubes,S orange (50g),S orange juice (sugar-free),Steamed corn rice,Mandu (dumpling) soup,Stir-fried octopus and vegetables,Seasoned winter cabbage,Radish kimchi cubes
478,Steamed sorghum rice,Short rib beef soup + glass noodles,Omelette with cheese,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes,S milk bread roll,S milk (100ml),Stir-fried cuttlefish and mushroom over rice,Fried tofu spring onion soup,Roasted aubergine,Tomato salad,Pickled beet,empty,S homestyle banana milk,Steamed sweet rice,Salted shrimp soup or stew,Roasted smoked duck with vagetable,Braised burdock slices and konjac,Ponytail radish kimchi
479,Steamed sweet potato rice (40),Shrimp spinach soup,Braised beef and burdock,Stir-fried zucchini and onion,Sweet napa cabbage watery kimchi,S apple (50g),empty,Curried rice with beef,Cold seaweed soup,Dumpling in sweet and sour sauce,Cabbage salad (lemon dressing),Pickled korean style daikon,S apple pie,S milk (150ml),Steamed corn rice,Short rib beef soup(plate),Braised tofu in ketchup,Seasoned daikon and pyogo mushroom,Radish kimchi cubes
480,Steamed barley rice (30),Seaweed soup(clear),Stir-fried soft crab and vegetables,Three-color seasoned vegetables (bracken),Water kimchi,S strawberry (100g),empty,Steamed corn rice,Assorted mushroom stew,Fish cutlet + tartar sauce,Macaroni and vegetable salad,Radish kimchi cubes,S bread roll,S milk (100ml),Japanese style beef over rice (kyudon),Mandu (dumpling) unpressed tofu stew,Stir-fried seafood and vegetables,Salted seaweed,Radish kimchi cubes
481,Steamed rice (30),Shepherd's purse soy paste soup,Stir-fried jukkumi and vegetables in soy sauce,Stir-fried potato(shredded),White kimchi,empty,empty,Curried rice with beef,Zucchini salted shrimp soup or stew,(low salt and sugar) steamed pork rib,Fresh kimchi with spring parsley,Water kimchi,S cranberry sweet rice cake,S milk (100ml),Steamed potato rice,Unpressedtofu stew,Stir-fried smoked duck and sweet pumpkin,Seasoned salad with salted seaweed,Young radish water kimchi
